case_type,case_index,mutation_family,trace,imperative_accepts,declare_model_accepts,declare_closed_world_accepts
negative,49,archive_before_notify,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Archive -> Notify,False,False,False
negative,50,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,False,False,False
negative,51,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive,False,False,False
negative,52,archive_before_notify,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Archive -> Notify,False,False,False
negative,53,register_not_first,Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register,False,False,False
negative,54,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive,False,False,False
negative,55,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive,False,False,False
negative,56,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,57,missing_decide,Register -> Check -> Request documents -> Assess -> Notify -> Archive,False,False,False
negative,58,duplicate_notify,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,59,missing_decide,Register -> Check -> Request documents -> Assess -> Manual review -> Notify -> Archive,False,False,False
